"frame","surprise","fear","disgust","anger","contempt","happiness","neutral","sadness"
"378","0.00200898","9.76974e-05","0.000241433","0.00423775","0.000322943","0.368716","0.621074","0.00330156"
"379","0.334436","0.00973623","0.000606575","0.0121056","0.000289123","0.0469557","0.593916","0.0019543"
"380","0.0543974","0.00193948","0.000205191","0.0295517","4.99556e-05","0.0450918","0.865894","0.00287041"
"381","0.0110933","0.000187329","0.000198673","0.00567923","5.17749e-05","0.51645","0.460955","0.00538444"
"382","0.00247123","3.41858e-05","0.000123159","0.00224176","2.48772e-05","0.0417908","0.952663","0.000651198"
"383","0.000429793","2.68546e-05","2.70324e-05","0.00142123","1.54515e-05","0.0195342","0.971149","0.00739644"
"384","0.00197887","5.20909e-05","6.9422e-06","0.00148003","4.98719e-06","0.00198653","0.994088","0.000402524"
"385","0.000532836","4.68654e-05","7.20496e-05","0.00237852","0.000138059","0.0248776","0.922474","0.0494802"
"386","1.05654e-05","4.57955e-07","4.93538e-07","3.91502e-05","1.00753e-05","0.000235489","0.999395","0.000309117"
"387","0.000158379","9.10884e-06","3.16448e-05","0.000741646","2.51722e-05","0.000859729","0.997419","0.000755099"
"388","2.90502e-05","4.13816e-06","2.11716e-05","0.00183189","3.19963e-06","4.57088e-05","0.993714","0.00435078"
"389","0.000189204","3.26471e-06","1.01731e-05","0.000298021","2.10355e-05","0.0196724","0.979487","0.000318455"
"390","","","","","","","",""
"391","","","","","","","",""
"392","","","","","","","",""
"393","","","","","","","",""
"394","","","","","","","",""
"395","","","","","","","",""
"396","","","","","","","",""
"397","","","","","","","",""
"398","","","","","","","",""
"399","","","","","","","",""
"400","","","","","","","",""
"401","","","","","","","",""
"402","","","","","","","",""
"403","","","","","","","",""
"404","","","","","","","",""
"405","","","","","","","",""
"406","","","","","","","",""
"407","","","","","","","",""
"408","","","","","","","",""
"409","","","","","","","",""
"410","","","","","","","",""
"411","","","","","","","",""
"412","","","","","","","",""
"413","","","","","","","",""
"414","","","","","","","",""
"415","","","","","","","",""
"416","","","","","","","",""
"417","","","","","","","",""
"418","","","","","","","",""
"419","","","","","","","",""
"420","","","","","","","",""
"421","","","","","","","",""
"422","","","","","","","",""
"423","","","","","","","",""
"424","","","","","","","",""
"425","","","","","","","",""
"426","","","","","","","",""
"427","","","","","","","",""
"428","","","","","","","",""
"429","","","","","","","",""
"430","","","","","","","",""
"431","","","","","","","",""
"432","","","","","","","",""
"433","","","","","","","",""
"434","","","","","","","",""
"435","","","","","","","",""
"436","","","","","","","",""
"437","","","","","","","",""
"438","","","","","","","",""
"439","","","","","","","",""
"440","","","","","","","",""
"441","","","","","","","",""
"442","","","","","","","",""
"443","","","","","","","",""
"444","","","","","","","",""
"445","","","","","","","",""
"446","","","","","","","",""
"447","","","","","","","",""
"448","","","","","","","",""
"449","","","","","","","",""
"450","","","","","","","",""
"451","","","","","","","",""
"452","","","","","","","",""
"453","","","","","","","",""
"454","","","","","","","",""
"455","","","","","","","",""
"456","","","","","","","",""
"457","","","","","","","",""
"458","","","","","","","",""
"459","","","","","","","",""
"460","","","","","","","",""
"461","","","","","","","",""
"462","","","","","","","",""
"463","","","","","","","",""
"464","","","","","","","",""
"465","0.000103698","6.65866e-06","1.54062e-05","0.000381624","0.000512094","8.2504e-05","0.997241","0.00165707"
"466","0.000112435","1.27377e-05","1.75452e-05","0.00058363","0.00036747","4.45908e-05","0.997383","0.0014787"
"467","0.000102659","9.96039e-06","5.20876e-05","0.000918576","0.000202009","4.25279e-05","0.996791","0.0018816"
"468","0.000253112","3.04015e-05","4.4436e-05","0.00174024","0.000157429","2.15694e-05","0.99466","0.00309296"
"469","2.55499e-05","2.84265e-06","6.66959e-06","0.000434869","8.06827e-05","4.35107e-06","0.995852","0.00359337"
"470","0.000102232","1.13635e-05","2.6629e-05","0.00125721","7.88026e-05","8.11167e-06","0.99381","0.00470616"
"471","0.000136414","3.50113e-06","4.61536e-06","0.000158826","2.47649e-05","4.87944e-05","0.999249","0.00037436"
"472","8.37272e-05","7.19062e-06","3.17728e-05","0.000677551","0.000171884","0.000233608","0.993991","0.00480343"
"473","0.000149335","8.91415e-06","4.24199e-05","0.000528153","0.00023523","0.000115476","0.988001","0.0109196"
"474","2.33547e-05","4.07755e-07","5.66214e-06","8.85064e-05","0.000146378","0.000558083","0.998223","0.000954272"
"475","0.000127014","6.67152e-06","0.000216796","0.0017965","0.00228517","0.00931195","0.984996","0.00125973"
"476","0.000538465","0.00027385","0.000214601","0.00160008","0.000294203","0.000330549","0.90562","0.091128"
"477","9.76914e-05","1.80523e-05","5.68753e-05","0.0011251","5.71573e-05","6.2877e-05","0.953993","0.0445893"
"478","1.73849e-05","9.72098e-06","1.39037e-05","0.000165541","4.36407e-05","6.40684e-05","0.807948","0.191738"
"479","1.95503e-05","9.25932e-06","1.06541e-05","0.000178425","3.94546e-05","3.48806e-05","0.853831","0.145877"
"480","0.000129903","2.08201e-05","1.39245e-05","0.000333077","3.30327e-05","4.56275e-05","0.878264","0.12116"
"481","2.04989e-05","2.9576e-06","3.01731e-06","5.20817e-05","4.0315e-06","0.00010463","0.989297","0.0105154"
"482","3.73155e-05","6.87016e-06","8.13268e-06","0.000134162","1.34065e-05","0.000333635","0.987705","0.0117613"
